"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNaf","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"Responsable d'Activités Maintenance Data Center H/F","77 - BAILLY ROMAINVILLIERS","77700","K1404","74","N/A","CDI","N/A","N/A","Expérience exigée de 6 An(s)","N/A","N/A","N/A","Notre filiale SPIE Facilities propose à ses clients une offre dédiée à la maintenance des bâtiments tertiaires, industriels et collectivités, associés à des services de Facility Management. Comment ? Grâce à l'expertise en propre de nos techniciens, ingénieurs et consultants ! Nos équipes interviennent ainsi dans la conception, la réalisation, l'exploitation et la maintenance d'installations économes en énergie et respectueuses de l'environnement.  Venez chez nous si ça vous branche de contribuer à la performance des installations de vos clients. Si vous avez la fibre commerciale et que la technique vous anime, devenez notre prochain :   REPONSABLE D'ACTIVITES EN MAINTENANCE H/F   Rattaché au Chef de service, vous consoliderez et développerez un portefeuille clients de 8 M€ dans les domaines du multi technique sur un secteur Data Center. Vous managerez une équipe de 45 personnes.    Parce que vous savez vous appuyer sur vos bases techniques, vous serez en mesure de :   - Sélectionner les affaires, valider le chiffrage et les données techniques  - Gérer le planning de charge, suivre et mesurer l'avancement des affaires  - Être garant des délais et de la qualité de la réalisation  - Apporter des solutions techniques et des propositions d'améliorations    Parce que vous avez le sens du service, et que pour vous, la relation commerciale est au coeur de votre métier, vous pourrez :   - Réaliser des prospections et assurer le maintien et le développement de votre portefeuille clients  - Réaliser la soutenance du dossier auprès du client, et contractualiser  - Superviser et conseiller les Responsables d'Affaires qui vous sont rattachés, dans leur démarches commerciales, financières et de suivi des affaires    Parce que vous avez le sens du management et l'envie de partager, vous aimerez :   - Garantir l'application du système de management QHSSE  - Participer au recrutement, encadrer, fidéliser, accompagner et motiver vos équipes Vous disposez de toutes les compétences et qualités requises pour relever les challenges du poste, si vous avez un bagage de formation technique dans le domaine du CVC ou de l'électrotechnique ainsi qu'une expérience professionnelle d'au moins 10 ans, dont 5 ans minimum sur un poste d'encadrement de plusieurs porteurs d'opérations.    Alors postulez dès à présent, et venez exercer un poste passionnant alliant suivi d'affaires et management !   Chez SPIE, nous sommes convaincus que la complémentarité des profils est créatrice de valeur. Forts de notre réseau mixte So'SPIE Ladies et de nos comités Handicap et RSE,  nous favorisons la diversité, la mixité, les échanges intergénérationnels, l'inclusion et le maintien dans l'emploi des personnes en situation de handicap.  Et on allait oublier, même si nous savons que ce n'est pas votre unique motivation, nous offrons un package de rémunération comprenant : 13ème mois, primes, participation, intéressement, actionnariat salarié, véhicule de fonction, carte restaurant, avantages CSE, RTT, télétravail..."
"Chef de projet Data Privacy et conformité IA (F/H) (H/F)","94 - FONTENAY SOUS BOIS","94120","M1803","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Le respect de la réglementation liée à la protection des données est une préoccupation majeure d'AXA Banque. L'équipe Sécurité et Protection des données personnelles, rattachée à la Direction des Risques, est en charge, en lien avec la DSI d'AXA Banque, les équipes du Groupe AXA et d'AXA Technologie Services, de définir et de piloter la stratégie de protection des données personnelles et de conformité des traitements d'intelligence artificielle de la Banque.   Dans le cadre du renforcement de cette équipe, vous serez notamment en charge de : - Piloter les travaux liés à la déclinaison opérationnelle de la politique de protection des données personnelle et de la politique de conformité IA. - Assurer la conformité des projets métiers et en particulier d'intelligence artificielle avec les lois relatives à la protection des données. - Piloter les actions de mise en conformité avec l'IA act.  - Réaliser une veille, en matière de protection des données et proposer des adaptations des politiques en conséquence -  Contribuer à developper de  protection des données personnelles et conformité IA chez AXA Banque notamment au travers de plans de formations et de sensibilisation. - Assister les collaborateurs sur leurs problématiques quotidiennes liées à la protection des données personnelles ou à la conformité IA - Participer aux projets transverses aux entités AXA.        "
"Data Engineer (H/F)","06 - NICE","06000","M1405","N/A","N/A","CDI","Annuel de 30000,00 Euros à 50000,00 Euros","N/A","Débutant accepté (4 ans)","N/A","N/A","N/A","En bref : Nice- CDI - Data Engineer Talend (F/H) - Salaire selon expérience - Télétravail Adsearch, cabinet de recrutement basé à Nice vous accompagne dans votre carrière pour vous trouver LE poste idéal. Je recrute pour un client un Data Engineer Talend (F/H) basé à Nice. Vos missions : Cadre du besoin Implémentation des solutions BI - Talend Rédaction des spécifications techniques et fonctionnelles Modélisation des systèmes décisionnels Optimisation et monitoring"
"Expert SAP DATA MIGRATION - Bilingue international (H/F)","92 - RUEIL MALMAISON","92500","M1861","N/A","N/A","CDI","Annuel de 80000,00 Euros à 90000,00 Euros","N/A","Expérience exigée de 5 An(s) (5 ans)","N/A","N/A","N/A","Expert SAP DATA MIGRATION - Bilingue international (H/F/D) Secteur : Infrastructure et Mobilité Localisation : Rueil-Malmaison Vos missions En tant qu'expert(e) en migration des données SAP, vous jouez un rôle clé dans la transformation numérique de l'entreprise. Vos responsabilités incluront : Déployer la solution SAP S/4 Hana à l'échelle mondiale sur les différents sites du groupe. Planifier, gérer et exécuter les migrations de données SAP en collaboration avec les chefs de projet techniques et les prestataires externes. Organiser des ateliers de migration avec les utilisateurs clés ainsi que des sessions techniques avec l'équipe. Superviser l'ensemble du processus de migration :     Analyse des systèmes existants (legacy systems).     Élaboration de règles de mapping et validation des données.     Mise en œuvre et gestion du cut-over des migrations. Accompagner les utilisateurs tout au long des processus de migration."
"Data manager - supply chain centrale sed f/h (H/F)","91 - MASSY","91300","N1301","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 92 000 collaborateurs pour un chiffre d'affaires de 23,2 milliards d'euros en 2023, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. Safran s'engage dans des programmes de recherche et développement qui préservent les priorités environnementales de sa feuille de route d'innovation technologique. Safran est la 1ère entreprise du secteur aéronautique et défense du classement « World's Best Companies 2023 » du magazine TIME.  Safran Electronics & Defense est une entreprise internationale de plus de 12 000 collaboratrices et collaborateurs, qui mobilisent expertises et esprit de corps pour concevoir des solutions de haute technologie dans les domaines de l'aéronautique, de la défense et du spatial. En combinant intelligence humaine et technologique, l'entreprise développe les produits et services pour aider les acteurs civils et militaires à observer, décider et guider sur terre, en mer, dans le ciel et dans l'espace. Et ainsi contribuer à un monde plus sûr.Piloter la transformation et accompagner le changement  -Conduire le changement, convaincre des évolutions nécessaires à mettre en place et orienter les choix sur son processus au niveau groupe -Aligner des niveaux hiérarchiques différents et/ou plusieurs acteurs société jusqu'au comité de direction de l'entreprise, pour parvenir à des décisions partagées -Animer la communauté des data managers SED, échanger sur les bonnes pratiques, les faire évoluer et participer à l'évolution des standards -Assurer l'embarquement des parties prenantes dans un esprit collaboratif  -Garantir la montée en compétence des acteurs de la communauté. -Supporter la définition et mettre en place les indicateurs de performance de pilotage de la data.  -Piloter le plan de progrès et/ou de convergence avec les différentes parties prenantes  -Contribuer et alimenter les roadmaps projets où vous êtes impliqués.   Le périmètre couvre un grand nombre de familles produits, plusieurs sites de production en France et à l'étranger et une couverture de chiffre d'affaires de plusieurs centaines de M€. Vous avez un solide background en supply chain management, si possible dans le monde de l'Aéronautique et/ou de la Défense.  Vous avez démontré des qualités de transformation, expertise métiers, de communication et de management transverse dans un environnement complexe et aux fortes exigences.  Déplacements en France et à l'étranger à prévoir à hauteur de 40% du poste  La mission se déroule dans un contexte d'accroissement des volumes de production et dans le cadre ambitieux de transformation de la supply chain de l'ensemble des sites de Safran Electronics and Defense (SED).  Ces transformations nous amènent à reconsidérer nos processus, nos standards et nos outils de pilotage et à renforcer les domaines métiers de la supply chain. En tant que Data Manager au sein de la supply chain centrale, vous reportez hiérarchiquement au responsable métiers et digitalisation de la Supply-Chain de Safran Electronics & Defense.  Dans ce cadre, vos missions principales consisteront à: Mettre en place et animer la gouvernance des données des processus métiers supply chain , garantir sa bonne application et l'amélioration continue. Organiser la connaissance du patrimoine des données  -Etre le référent en charge du pilotage du processus groupe -Arbitrer sur son périmètre ou contribuer à faire arbitrer sur les règles aux interfaces de son processus. -Mettre en place et animer une organisation data des métiers supply chain  -Contribuer à bâtir un système de gouvernance qui permet l'interopérabilité des données de qualité de façon transverse à tous les processus de l'entreprise -Définir le périmètre des données clés du processus et les enjeux de qualité, de performance et de compliance sur ce périmètre  -Piloter la cartographie et organiser la connaissance du patrimoine de données"
"Data manager qualité f/h (H/F)","31 - BLAGNAC","31700","G1302","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 92 000 collaborateurs pour un chiffre d'affaires de 23,2 milliards d'euros en 2023, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. Safran s'engage dans des programmes de recherche et développement qui préservent les priorités environnementales de sa feuille de route d'innovation technologique. Safran est la 1ère entreprise du secteur aéronautique et défense du classement « World's Best Companies 2023 » du magazine TIME.  Leader mondial des systèmes électriques aéronautiques, Safran Electrical & Power est un acteur dans l'électrification des équipements et de la propulsion électrique et hybride. Maîtrisant la chaîne énergétique embarquée, l'entreprise conçoit et fournit des architectures et des solutions modulaires, innovantes et optimisées.Établir et maintenir la gouvernance des données qualité SEP tout au long de leur cycle de vie (collecte, stockage, traitement, analyse et archivage). Piloter l'identification et la réalisation de projets data pour garantir une utilisation optimale des données disponibles et permettre d'éclairer les prises de décision des équipes. Identifier des opportunités d'introduction de technologies avancées de gestion des données. Représenter la qualité au sein du réseau data manager société et mettre en place un réseau data qualité société.Excellentes compétences en gestion de projet. Expérience en structuration de la gouvernance des données. Appétence pour la gestion de bases de données et l'analyse de données. Capacité à fédérer les équpes et travailler dans un environnement multiculturel."
"Data engineer - finance (h/ f) (h/f)","78 - VELIZY VILLACOUBLAY","78140","M1201","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","QUI SOMMES-NOUS ?Construisons ensemble un avenir de confianceThales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cybersécurité & Identité numérique. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'innovation tels que l'IA, la cybersécurité, le quantique, les technologies du cloud et la 6G. Thales compte près de 81 000 collaborateurs dans 68 pays.Nos engagements, vos avantagesUne réussite commune portée par notre culture et excellence technologique, votre expérience et notre ambition partagéeUn package de rémunération attractif (épargne salariale, variable ou 13ième mois selon les postes, restaurant d'entreprise,...)La possibilité de développer vos compétences en continu grâce à nos parcours de formation et nos académies internes #ENTREPRISEAPPRENANTENotre attention portée à votre équilibre personnel et professionnel (Accord télétravail, RTT, congés d'ancienneté, jours enfants malades, guide parentalité, crèches, CSE / ASC,... )Des communautés internes permettant de vous engager sur les sujets qui vous tiennent à coeur : innovation, diversité, environnementUn environnement inclusif et bienveillant où vous êtes accueilli et valorisé avec notre politique handi-accueillante, notre charte LGBT+, notre initiative #StOpe pour lutter contre le sexisme.Rejoignez-nous sur le campus Vélizy qui héberge une grande diversité d'activités Thales, aéro, défense, civile,... A l'ouest de Paris, ce site offre un environnement de travail équipé des dernières innovations technologiques et propose des services permettant de concilier vie professionnelle et personnelle.QUI SOMMES-NOUS ?Thales propose des systèmes d'information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d'importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d'information critiques et cybersécurité, répondent aux besoins de marchés où l'utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.Nos équipes de l'activité Systèmes d'information critiques et cybersécurité fournissent des services et des solutions globales optimisant la performance, la résilience et la sécurité des systèmes d'information afin de faire face aux ruptures technologiques et aux cybermenaces.QUI ÊTES-VOUS ?Issu d'une formation Bac +5 (école d'ingénieur, Master ou équivalent), Vous justifiez d'une expérience de minimum 3 ans sur un poste similaire de Data Ingénieur (H/F) et vous vous reconnaissez dans le profil recherché :Passionné(e) de data, vous proposez des améliorations et partagez avec votre équipeIncollable sur la stack Big Data: Spark,Kafka en langage Java, PythonVous avez également la fibre DevOps et FinOpsLes technologies suivantes ne vous sont pas étrangères : Au moins une distribution Hadoop (MAPR ou Hortonworks) / Massive Parallel Processing : Spark et Spark Streaming / Le Scripting shell et maitrise des patterns de développementAvoir déjà mis en oeuvre une solution on premise ou avoir une bonne connaissance d'une offre cloud DATA : AWS, Snowflakes, GCP, Azure.Vous maitrisez l'anglais à l'oral comme à l'écrit.Vous avez une connaissance du secteur financier et de ses métiers (banque, assurance ou mutuelle).Vous êtes reconnu pour votre esprit d'équipe, curiosité et autonomie, et également pour avoir démontré des capacités d'analyse et de recherche sur incidents ainsi que sur la compréhension et prise en charge de problème en autonomie.CE QUE NOUS POUVONS FAIRE ENSEMBLE :Regroupées en centres de compétences logiciel, nos équipes participent à des projets innovants et stratégiques pour nos clients Grand Comptes dans des secteurs d'activités variés (la Défense, de l'Energie, des Services et de l'Aéronautique). Notre équipe du secteur Banque, Assurance, Mut"
"Responsable de Produit IT (IT Owner) sur la DATA SCIENCE (H/F)","44 - NANTES","44000","M1803","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","BCEF IT, l'informatique de la Banque Commerciale en France travaille en mode Agile, en proximité du Business. Ensemble, ces équipes ont pour tâche de développer des solutions fonctionnelles, innovantes et sécurisées pour répondre aux besoins et aux attentes des clients et des collaborateurs, en alignement avec les enjeux et les standards de place (Data, IA, Devops, Cloud, Numérique responsable, cybersécurité.).Historiquement implantés en région parisienne, nous déployons un nouveau Campus à Nantes (7 boulevard de Berlin - 44000 Nantes) afin de renforcer nos compétences sur les métiers du développement et des métiers d'expertise.Facile d'accès, à seulement 10 minutes de la gare, ce campus vous offrira un environnement de travail agréable et stimulant. Vous travaillerez en environnement Flex Office et télétravail en mode hybride avec l'accès aux outils collaboratifs digitaux (Teams, klaxoon.) et en étroite collaboration avec notre campus parisien.Motivé(e) à relever ce nouveau challenge sur Nantes ? Rejoignez-nous !tâches, équipe et environnement de travail, ça donne quoi ?Vous rejoignez l'IA Factory BCEF  en tant que IT Owner (ITO) et participez à la transformation des métiers de la banque !Vous êtes au cœur de la création d'une nouvelle squad Data Science dans notre site Nantais.La Banque Commerciale en France (BCEF) accélère sa transformation IA sur toutes ses lignes métiers (Retail, Corporate, Opérations, Banque Privées, Fonctions...) au travers d'une très grande diversité de cas d'usage :Le traitement intelligent des documentsLa gestion des interactions clients/banqueL'optimisation des ciblages marketing et de la sollicitation commercialeLes assistants génératifsLa lutte contre la fraude et mise en conformité réglementaireAu cœur de cette accélération, l'IA Factory intégrée à la DSI de la Banque Commerciale En France (BCEF), a pour tâche de déployer de manière opérationnelle et industrielle les solutions IA génératrices de revenus, d'efficacité opérationnelle et de satisfaction clients/ collaborateurs.Vos tâches : Vous définirez avec le Product Owner et en concertation avec la squad l'évolution du produit Data Science (roadmap du produit)Vous organiserez l'évolution du produits en posant et priorisant sa backlog afin de garantir le respect des normes et bonnes pratiques IT , la mise en œuvre des ambitions du plan Stratégique BCEF 2022-2025, et le maintien en condition opérationnelle.Vous piloterez le delivery conformément à la stratégie du domaine IA FACTORY .Vous garantirez le delivery (build et le run) conformément aux priorités définies en Quarter Agile Planning (QAP) en intégrant l'ensemble des parties prenantes.Vous garantirez la qualité de service et le maintien en condition opérationnelle du produit.Vous animerez en concertation avec le Product Owner les rituels de la Squad.Vous contribuerez au fonctionnement transverse du domaine et du pôle (contribution à la définition des orientations stratégiques et mise en œuvre de celles-ci). Et après ?Notre filière IT compte plus de 14 000 collaborateurs dans le monde, c'est autant d'opportunités d'évolution ! Imaginez la diversité des tâches possibles, dans tous les métiers de l'informatique, dans toutes les activités de la banque, partout dans le monde. En IT les passerelles sont multiples.Les avantages à nous rejoindre :Un package rémunération et des avantages :Un fixe annuel brut sur 12 mois et un variable individuel (défini en fonction de votre performance). Plan épargne entreprise/retraite, intéressement et participation, couverture santé et prévoyance, activités sociales et culturelles via le comité d'entreprise, .De la flexibilité avec un rythme de travail hybride : jusqu'à 2,5 jours de télétravail par semaine à définir avec votre managerÊtes-vous notre prochain ou prochaine IT Owner Data Science ?Vous justifiez d' une expérience de minimum 5 ans (hors alternance et stage) sur des postes similaires sur l'environnement IA.Vous êtes titulaire d'un BAC +5 spécialisé en informatique et/ou Data.Vous êtes suffisamment appétent(e) et expérimenté(e) pour être en mesure d'instruire/challenger avec la squad et les parties prenantes les use case et solutions IA .Vous détenez des compétences informatiques : Développement, Cybersécurité, .  Vous maitrisez la méthodologie agile (Kanban)Vous avez des compétences de scrum master afin d'animer la squad selon les valeurs et les rituels Agile.Des connaissances de l' écosystème Cloud & dMZR , et Data (DHv1, Teradata) ainsi que des expériences d'interactions avec de multiples métiers sont un réel plus.Afin de comprendre les besoins et identifiés les solutions, vous savez faire preuve d'écoute et êtes orienté client, vous faites preuve d'une forte de capacité à collaborer avec l'ensemble des interlocuteurs intervenants sur le projet,"
"Ingénieur support data (H/F)","Ile-de-France","N/A","M1826","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Le Club Med est né en 1950, de la volonté de deux hommes, Gilbert Trigano et Gérard Blitz. Ils ont inventé un style de vacances inédit : des vacances tout compris dans les plus beaux sites du monde, le bonheur de vivre ensemble et de se ressourcer au contact de la nature ou par le sport. Le Club Med propose à ses clients (ses Gentils Membres, les G.M) une expérience unique de vacances l'esprit libre, grâce à la convivialité et au professionnalisme de ses salariés : les G.O, Gentils Organisateurs, et les G.E, Gentils Employés. Contexte Au sein de gMDT, et de la Direction IT Office & Resort du Club Med, nous recherchons un talent pour assurer la gestion de l'identité des utilisateurs. Dans un contexte d'évolution permanente des usages de nos clients et d'accélération des innovations technologique, la direction gMDT a pour mission de décliner la stratégie Digitale du Club Med pour nos GOs, GEs et GMs en village. Missions Résolument orienté service, l'ingénieur support identité sera garant de la gestion de l'identité des utilisateurs Clubmed : Création - Gestion - Prolongation - Update - Suppression.***Création des comptes et accès applicatif dans le cadre de du processus d'onboarding.***Gestion/Prolongation/Update dans le cadre des demandes de mise à jour émises par les équipes***Suppression dans le cadre du processus d'offboarding Dans le cadre de l'évolution sur la gestion de l'identité, il/elle participera activement à la mise en place et test des nouveau processus inerrant aux accès utilisateurs. 1. Sécurité/ ID Management/ (LDAP/AD/AzurAD/Sécurité)***Participation à la mise en œuvre de la stratégie IAM globale de gestion des identités et des accès,***Mettre en œuvre et maintenir les processus d'approvisionnement, de modification et de désapprovisionnement des identités et des droits d'accès,***Réaliser la création, la modification et la suppression des comptes d'utilisateurs, en veillant à ce que les droits d'accès soient appropriés et conformes aux rôles et responsabilités de chaque utilisateur,***Assurer une gestion centralisée des identités pour tous les systèmes, applications et plateformes de l'entreprise,***Garant de la conformité des demandes d'accès, leur traçabilité ainsi que le respect des process établies en lien avec les règles de sécurité de l'entreprise 2. Support Identité et accès***Gestion et paramétrage des applications métiers (Centrale de réservation) auprès de nos collaborateurs au sièges, resorts, bureaux, agences.***Gestion des incidents/demandes, suivi des incidents/anomalies avec les différents supports niveau 3***Gestion des tickets (incidents/demandes) dans la base des incidents de notre ITSM JIRA***Rédaction de documentations et procédures***Formalisation des solutions***Analyse (et suivi) des besoins de corrections de bugs Le périmètre de ces missions couvre l'ensemble de la zone EAF. Intervention également en support niveau 2 des différents helpdesks¿en zone APAC, Chine et Amériques. Profil recherché***Diplôme de niveau supérieur Bac +3***Connaissances des environnements Microsoft Windows***1 an d'expérience ou plus dans la gestion des identités, et 2 ans ou plus dans un centre de support informatique***Très bon sens du service client***Rigueur***Autonomie***Adaptabilité / Ecoute***Maîtrise des outils informatiques et nette appétence aux outils digitaux***Proactivité et curiosité***Communication***Anglais professionnel***Sens de l'analyse et capacité à restituer un rapport de qualité Modalités***Poste à pourvoir en CDI dès que possible ;***Basé au siège du Groupe Club Med à Paris, La Villette (19ème) ;***Politique de télétravail actuelle : 8 jours / mois en accord avec l'équipe ; possibilité de poser une semaine complète tous les trimestres ;***Avantages en nature ""Vacances G.O"" pour tous nos postes en CDI avec un an d'ancienneté : vacances dans nos Resorts Club Med pour le/la salarié(e) et sa famille ou un accompagnant de son choix. Tous nos postes sont ouverts aux personnes en situation de handicap."
"Data analyst (H/F)","59 - LILLE","59000","M1403","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Enosi RH est le Cabinet de recrutement spécialiste des métiers de l'IT et de la vente. A l'écoute de vos projets professionnels, nous sommes le trait d'union entre vous et nos clients. Nous proposons d'être votre partenaire de confiance. Notre client est une entreprise de services du numérique présente essentiellement sur les Hauts-de-France et intervenant dans de nombreux domaines de l'informatique tels que le développement Full Stack, le développement mobile, la chefferie de projet, les infrastructures systèmes/réseaux,... Enosi RH vous propose de les rejoindre en tant que Data Analyst F/H. Vous accompagnerez vos clients en totale autonomie et votre quotidien sera le suivant :***Recueillir les besoins pour fournir des analyses pertinentes et utiles * Élaborer des tableaux de bord pour suivre les indicateurs clés * Examiner les données de vente pour identifier les tendances afin d'ajuster la stratégie commerciale * Analyser les données logistiques pour contribuer à l'optimisation permanente des chaînes d'approvisionnement * Reprendre les requêtes SQL et les intégrer dans Power BI afin de créer des tableaux de bord pertinents * Recueillir et analyser les données d'exploitations récoltées depuis les machines dans les différents processus de fabrications * Etre en capacité de bien comprendre les enjeux métiers des différents pôles afin d'être force de proposition dans l'exploitation des données collectées * Vous contribuerez au déploiement de l'approche de responsabilité sociale des entreprises (RSE) de notre client, en participant à des projets porteurs de sens et d'impact. Environnement technique :***SQL Server * Microsoft Power Bi, Tableau Nous recherchons une personne :***Issue d'une formation supérieure Bac +4/5 (Ingénieur, Master ou équivalent) * Maitrisant les outils d'analyse Power BI ou équivalent * Disposant d'une expérience minimum de 3 ans sur des fonctions similaires * Faisant preuve d'un excellent niveau relationnel, de rigueur, de curiosité et d'un esprit d'équipe. Pourquoi les rejoindre :***Etant centre de formation, l'entreprise pourra vous accompagner dans votre montée en compétences. Le poste est à pourvoir dès que possible, en CDI, à Lille. Rémunération selon expérience."
"Data manager (H/F)","34 - MONTPELLIER","34000","M1811","N/A","N/A","CDI","Annuel de 40000,00 Euros à 60000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Rejoignez celeader mondial dans le domaine du conseil et des services numériques ! LEA Recrutement présente, pour le compte de notre partenaire, une nouvelle offre d'emploi. Nous sommes ravis de l'aider dans sa recherche et nous espérons vous mettre bientôt en relation avec lui ! Poste d'Ingénieur DATA H/F en CDI à Montpellier au sein d'une entreprise dotée d'un réseau mondial de prestation de services où l'innovation et l'excellence opérationnelle sont constamment dédiées à la satisfaction client. La confidentialité de votre candidature est assurée. Intégrez un pôle de consultants spécialistes du Real Time Monitoring d'une quarantaine de consultants, et accomplissez des actions qui ont du sens ! Vos missions : · Mener des ateliers fonctionnels pour analyser les besoins des clients · Effectuer l'implémentation de la solution SPLUNK (+ fournir support technique quotidien aux équipes et aux clients.) · Gérer la production de projets en mode agile en utilisant des processus et outils de développement de dernière génération. · Participer à l'élaboration et la révision de la documentation technique et des normes. · Animer des formations internes et accompagner la montée en compétences des équipes. Stack technique : Solutions RTM : Splunk, ELK, Dynatrace Outils de déploiement automatisés et DevOps : Docker, Ansible, Kubernetes Langages de programmation : Python, Java, JavaScript Avantages : · Accès à une offre complète de formations incluant des aspects techniques, métiers et développement personnel. · Flexibilité de travail avec un accord de télétravail permettant jusqu'à 3 jours de télétravail par semaine. · Politique de congés avantageuse comprenant 27 jours de congés payés, des RTT, ainsi que des congés pour ancienneté et pour enfant malade. · Package d'avantages attractifs incluant un régime d'achats d'actions, une participation aux bénéfices, et les bénéfices du Comité Social et Économique (CSE). Cette entreprise est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap. Également très attentive pour l'évolution de carrières des hommes et des femmes et au bien-être de leurs salariés LGBT+ Vous aimez l'idée d'être au sein d'une équipe dynamique et dans une entreprise fondée sur l'actionnariat, le respect et qui apporte un fort sentiment d'appartenance ? Alors n'hésitez pas à postuler ! LEA Recrutement Description du profil : Votre profil : · Avoir minimum 3 ans d'expérience dans une ESN ou un cabinet de conseil, spécialisé dans le domaine du Data Monitoring. · Posséder une connaissance approfondie de l'écosystème des solutions de Real Time Monitoring (RTM) telles que Splunk (préféré), ELK, Dynatrace, etc. · Maîtriser un ou plusieurs outils de déploiement automatisés et de DevOps tels que DOCKER, ANSIBLE, KUBERNETES. · Savoir développer et manipuler des données en utilisant les langages Python, Java et/ou JavaScript. · Posséder un esprit d'équipe · Avoir un caractère audacieux et ambitieux · Être force de proposition · Maîtriser au moins une technologie de Real Time Monitoring, idéalement Splunk"
"Data scientist (H/F)","34 - MONTPELLIER","34000","M1405","N/A","N/A","CDI","Annuel de 40000,00 Euros à 70000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Rejoignez ce leader au service des plus grands éditeurs, annonceurs et agences dans le monde ! LEA Recrutement présente, pour le compte de notre partenaire, une nouvelle offre d'emploi. Nous sommes ravis de l'aider dans sa recherche et nous espérons vous mettre bientôt en relation avec lui ! Poste de Data Scientist Senior H/F en CDI à Montpellier au sein d'une entreprise experte en développement de produits web performants et conviviaux pour des milliers d'utilisateurs. La confidentialité de votre candidature est assurée. En tant que Ingénieur Logiciel FullStack Senior, vous participerez à créer des produits nouveaux et passionnants. Vos missions : · Collaboration interdisciplinaire pour développer des services complexes. · Cycle complet de développement logiciel : conception, développement, test et déploiement autonomes et fiables. · Travail en étroite collaboration avec les responsables de l'ingénierie, des produits et de l'UI / UX pour définir et exécuter les projets. · Compréhension approfondie des besoins de l'entreprise pour fournir des solutions adaptées aux clients. · Facilitation de la communication interne et externe et promotion d'un environnement de travail efficace. · Veille technologique constante et proposition d'intégration des nouvelles technologies et architectures pour améliorer les processus existants. Environnement : Scala, Spark, Breeze, Kafka, AWS, Jupyter notebooks. Connaissances en ingénierie des données. Avantages :***Participation aux bénéfices * Chèques-repas (Swile) * Assurance santé familiale (Alan) * Politique de congé avantageuse * Travail hybride * Promotion de la diversité et de l'inclusion Vous souhaitez rejoindre une plateforme omnicanale de premier plan, et vous pensez que cette opportunité est faite pour vous ? Alors n'hésitez pas à postuler ! LEA Recrutement Description du profil : Votre profil :***Vous accordez une grande importance à l'architecture, aux performances, aux tests, à la maintenabilité et à la qualité générale de votre application. * Aptitudes scientifiques remarquables, incluant un apprentissage rapide, une grande curiosité, une attention aux détails et une rigueur méthodologique. * Expérience en statistiques et/ou en intelligence artificielle, avec une expertise en analyse de données et en exploration de données. * Capacité à lire, analyser et mettre en œuvre des articles scientifiques pertinents. * Bonnes compétences en programmation, essentielles pour la mise en œuvre pratique des solutions. * Excellentes compétences en communication, vous avez la capacité d'expliquer des concepts complexes de manière claire à un large public."
