"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"Chef de produit E-commerce Alternance (H/F)","95 - MARLY LA VILLE","95670","M1703","N/A","N/A","CDD","Mensuel de 734,00 Euros à 1333,00 Euros","Temps plein","Débutant accepté","N/A","N/A","N/A","RESPONSABILITÉS :   ·         Accompagner un produit de sa conception à sa mise en ligne sur tous les réseaux sociaux ·         Sourcing et sélection des grammes de produits auprès des fournisseurs internationaux ·         Faire l'interface entre les différents prestataires (internes et externes) ·         Rédiger des fiches produits ·         Rédiger des argumentaires produits et le contenu web ·         Rédiger et promotion des produits sur les réseaux sociaux ·         Coordonner, anticiper les étapes du lancement produit ·         Vérifier des visuels avant la mise en ligne ·         Veille concurrentielle ·         Benchmark ·         Rédiger des contenus optimisés SEO ·         Contact et collaboration avec les différents fournisseurs #indspo  PROFIL RECHERCHÉ :    - Bac+4/5 Grandes écoles ou master spécialisé en marketing digital ou marketing  - Bon sens relationnel et rédactionnel  - Adaptabilité, réactivité, flexibilité  - Talents de communication et de rédaction  - Esprit de synthèse, rigueur, anticipation  - Maîtrise d'Excel  - Niveau en anglais intermédiaire/avancé (B1/B2) pour échanger avec les fournisseurs  - Vous vous reconnaissez pleinement dans l'annonce ? N'attendez plus, nous attendons votre CV.  - Alternance exigée : 3 semaines en entreprise /1 semaine de cours ou 4 jours entreprise /1 jour à l'école."
"Assistant Chef de Produit e-commerce H/F","92 - MALAKOFF","92240","M1703","86","86.90C","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Top Employer 2024, Edenred France, leader sur son marché, connait une croissance pérenne à 2 chiffres.         Nous recherchons notre futur.e Assistant Chef de Produit e-commerce H/F à Malakoff (92) en CDI pour rejoindre l'équipe de Bastien !       Votre impact  Rattaché(e) à la Direction des Partenaires Marchands, le/la Category Manager E-commerce est sous la responsabilité directe du Responsable des Partenariats Loisirs et Culture. Il/Elle travaille en collaboration étroite avec les différents Category Managers et est également en lien avec les autres services du groupe (Marketing, Commercial, Comptabilité.).         Vos missions  Au sein de la Direction Marchands - Partenariats Loisirs et Culture vous intervenez plus spécifiquement sur le marché des Loisirs et développez un réseau de partenaires à l'échelle nationale :  - Prospection de nouveaux partenaires,  - Mise à jour et optimisation des partenariats existants,  - Négociation des marges et des remises bénéficiaires,  - Digitalisation des process et des flux avec nos partenaires.     Vous travaillez également en lien étroit avec les autres services au sein de Edenred France (Comptabilité, Marketing, Equipes Commerciales.) et participez aux projets fonctionnels et opérationnels liés au site E-Commerce.           VIBE WITH US ?      Notre offre :   * CDI  * Bureaux : Malakoff (92)  * Télétravail : 2 jours par semaine (à partir de 3 mois d'ancienneté)        Ce que vous allez trouver au sein de Edenred    * Nos avantages groupe : La meilleure carte ticket restaurant (11,52€ par jour, pris en charge à 60%), une prime d'intéressement et de participation, RTT, CSE aux petits soins, forfait mobilité douce avec notre partenaire Betterway, subvention télétravail, chèques Kadeos, chèques CESU ...  * Des événements qui enrichissent votre vie professionnelle et personnelle (séminaires, afterwork, événements, programme sport & bien-être, crèches d'entreprise, ...).   * Un processus d'onboarding de qualité, une formation continue et un coaching collaborateur tout au long de votre parcours offrant de réelles perspectives d'évolution (+20% des recrutements) au sein de l'entreprise à la croissance pérenne.        #Edenredfamily #Vibewithus #Topemployer2024"
"Change Manager / Directeur de Projet E-Commerce (H/F)","42 - ST ETIENNE","42000","C1301","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","FOKUS est une Entreprise de Services du Numérique (ESN) qui appartient à ses collaborateurs. Nous rejoindre c'est participer au développement du modèle unique d'une entreprise qui nous ressemble ! Une ESN qui associe Humain et Technologies. Une entreprise qui valorise les réussites de ses collaborateurs et qui érige leur bien être en priorité absolue. Des équipes passionnées qui participent aux évolutions technologiques futures. Si vous souhaitez changer le paysage des ESN, rejoignez-nous ! Be FOKUS[ed]. Le poste :   Dans le cadre d'un recrutement en CDI, nous recherchons un Change Manager / Directeur de Projet E-Commerce H/F, pour renforcer notre pôle d'excellence « Consulting ». Vous intégrez une équipe en charge du Pôle Digital Factory au niveau du groupe et une Équipe IT Locale au niveau de la filiale. Ainsi, vous réalisez les missions suivantes :  - Gestion et pilotage du projet E-commerce en local ; - Coordination et interface avec le Pôle Digital Factory au niveau groupe ; - Collaboration avec les responsables de Business Unit, architectes IT et les équipes de développement ; - Participation à l'élaboration et suivi d'un plan de gestion du changement ; - Communication avec les différents départements pour s'assurer de la compréhension et de l'adhésion aux nouveaux changements ; - Gestion des attentes et des préoccupations des directions IT et métiers au sujet du changement ; - Gestion de la transition pour pôles concernés afin de garantir un impact minimal sur leur productivité ; - Évaluation de l'efficacité des nouveaux changements pour s'assurer de leur pertinence pour l'entreprise ; - Suivi et reporting des actions et du planning auprès des directions IT. Sur ce poste, 2 journées de télétravail par semaine sont envisageables. Également, vous serez amené(e) à vous rendre en région parisienne, au siège du groupe, une à deux journées par mois.  Profil recherché :   Diplômé d'une formation en informatique de niveau Bac +4/5, vous justifiez idéalement d'une expérience réussie de 5 ans en tant que Change Manager / Directeur de Projet E-Commerce H/F, idéalement dans un environnement B2B. Vous avez déjà réalisé des projets autour du développement de produits digitaux et avez au moins 4 années d'expérience autour de solutions e-commerce complexes.  Indispensable, votre niveau d'anglais vous permet de converser facilement avec des interlocuteurs basés à l'étranger.  Vous êtes motivé(e) à l'idée de participer activement à un projet fortement structurant et aux retombées nationales et européennes. Vous souhaitez intégrer une équipe impliquée et dynamique dans un environnement agréable, qui laissera aussi place à une grande autonomie.  Également, votre contact humain et votre capacité d'adaptation vous permettront de devenir un élément moteur des équipes avec lesquelles vous collaborerez. Si vous souhaitez intégrer une équipe humaine travaillant sur un projet de grande envergure et que vous souhaitez rejoindre une ESN innovante, POSTULEZ !"
"Développeur senior Front-end  E-commerce (H/F)","75 - PARIS 01","75001","M1702","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 9 An(s)","N/A","N/A","N/A","PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux.  PROPULSE IT est un réseau de consultants à forte valeurs ajoutées, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients. A ce jour, le réseau de freelance PROPULSE IT comporte plus de 30 000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux. En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients. Parallèlement, nous avons développé un réseau de partenaires sélectionnés pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise. Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 5 années consécutives.  Ce développement s'appuie sur la qualité et la pérennité des missions réalisées.  La satisfaction client est ainsi liée à l'épanouissement des consultants ! Alors, n'hésitez pas à postuler ! Le poste :   Pour l'un de nos clients E-commerce nous recherchons un(e) développeur.se senior Front-End.  Le périmètre d'intervention couvre tout l'aspect de la navigation dans le site (Home page, sous-home, listes de produit, avis clients, fiches article?). Il faudra prendre en compte une dimension internationale car il existe plusieurs déclinaisons du site par pays. Il ne faudra pas oublier non plus, la gestion des devices desktop et mobile. Description Le consultant participera à la refonte et à la migration dans Azure du site Internet marchant. - Développer en JavaScript/CSS/LESS/HTML de nouvelles fonctionnalités et effectuer la maintenance applicative répondant aux userstories définies avec l'équipe - Assurer l'ergonomie visuelle et fonctionnelle du site - Garantir la portabilité et l'interopérabilité du site par la prise en compte des différentes plateformes et navigateurs - Élaborer des solutions techniques pour répondre aux besoins fonctionnels et aux enjeux de performance - Rédiger des spécifications techniques - Réaliser des tests unitaires - Participer aux revues de codes (normes W3C, accessibilité, sémantique web) Livrables Code Source, Documentation technique  Profil recherché :   Compétences - Expérience significative de développement de site web, bonne maitrise des technologies induites - Bonne connaissance des nouvelles normes ECMAScript - Bonne connaissance des outils de versioning (Git, TFS) - Sensibilité au responsive design et à l'UX - Appréhension des problématiques de performance web - Curiosité et esprit critique - Expérience similaire dans le secteur de l'e-commerce appréciée - Spécialisation sur l'accessibilité très appréciée. - A noter, pas de développement sur des framework JS (React, Angular?)"
"CHEF D'EQUIPE E-COMMERCE-NANTES (H/F)","44 - NANTES","44000","D1510","N/A","N/A","CDI","N/A","N/A","Expérience souhaitée de 2 An(s)","N/A","N/A","N/A","My Recrutement est un cabinet de recrutement généraliste fondé en 2011. Avec des agences à Paris et à Cannes, il se compose de professionnels intègres et passionnés, issus des métiers pour lesquels ils recrutent et forment. Notre équipe vous accompagne tout au long de votre projet avec transparence et disponibilité. Notre objectif: Construire au mieux votre carrière et vos équipes. Le poste :   Soyez le(la) responsable des commandes en ligne et devenez Chef d'équipe e-commerce. Chargez la préparation des commandes effectuées par les clients à l'aide d'un bordereau de commande informatisé. Animez votre équipe, veillez à sa cohésion et organisez le travail  Formez les collaborateurs(trices). Préparez les commandes, c'est votre rayon ! Préparez les commandes en respectant les process définis. Veillez à la qualité de vos préparations (conditionnement, présentation des produits, DLC, hygiène) et respectez les horaires et les créneaux de préparation de commandes. Validez la conformité des commandes en les enregistrant sur un logiciel interne. Garantissez une relation de confiance avec les clients en vous rendant disponible et réactif(ve) avec eux en magasin. Garantissez la bonne tenue du ou des rayons. Contribuez à l'atteinte des objectifs budgétaires fixés.  Profil recherché :   A la fois rigoureux(se) et organisé(e), vous savez animer une équipe.  Nous comptons sur votre sens du service, vos qualités relationnelles et vos capacités de gestion pour satisfaire une clientèle exigeante et développer le chiffre d'affaires de votre rayon."
"CHEF DE PROJET MOA SOLUTION WEB E-COMMERCE (H/F)","75 - PARIS 01","75001","D1510","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux.  PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients. A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux. En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients. Parallèlement, nous avons développé un réseau de partenaires sélectionnées pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise. Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 4 années consécutives.  Ce développement s'appuie sur la qualité et la pérennité des missions réalisées.  La satisfaction client est ainsi liée à l'épanouissement des consultants ! Alors, n'hésitez pas à postuler ! Le poste :   Nous recherchons un(e) chef de projet MOA / Product Owner connaissant bien les solutions web, CMS le secteur du E-commerce avec tunnel de commande et gestion des expéditions. Piloter et suivre des projets Web 5 ans d'expérience en gestion de projets informatiques minimum Tests des User Stories Mises en production des applications Web Compétences techniques  Vérification / Validation / Tests - Expert - Impératif Gestion, Pilotage, Suvi de projet (Scrum/Kanban) - Expert - Impératif Base de données / Langages informatiques - Confirmé - Important HTML / CSS / SQL - Confirmé - Important Connaissances linguistiques Français Courant (Impératif) Anglais Professionnel (Secondaire) Description détaillée  Au sein de la DSI de notre client, le périmètre de la mission comprend l'ensemble des applicatifs web mis à disposition des clients de l'Entreprise : différents outils, sites web, solutions selfcare, plateformes e-commerce, application mobile? Le prestataire sera l'interlocuteur fonctionnel privilégié des responsables Métiers (Marketing, Vente, Opérations') et responsable de leur relation avec le SI. Le prestataire imaginera, en sollicitant les équipes de développement informatique, les solutions techniques les plus pertinentes, formalisera les solutions préconisées, veillera à leur bonne mise en œuvre (généralement selon la méthodologie Agile) en considérant les contraintes de l'écosystème et en utilisant les compétences de solutions déjà existantes du SI, organisera et réalisera leur recette et leur déploiement. Le prestataire pilotera les délais et les ressources nécessaires. Le prestataire sera notamment chargé de mener un projet majeur de récupération de commandes Backoffice, mais également des projets d'améliorations continues des outils clients. Le prestataire agira dans ce contexte en tant que Product Owner en organisant les projets de réalisation. Ses tâches seront de : * Challenger les besoins métier à l'aide d'une expérience fonctionnelle acquise progressivement, * Rédiger les Users Stories, * Coordonner et animer l'équipe projet ainsi que les contributeurs (DSI et métier), * Tester les développements des US, * Piloter plusieurs projets en parallèle, * Produire les livrables du projet, coordonner les mises en production, * Animer les réunions de pilotage des projets (selon la gouvernance en place), * Gérer le planning projet, maîtriser les risques de décalage budget, d'échéance et de coûts via des indicateurs de suivi pertinents, * Conduire le changement (formation, accompagnement du support aux clients, communication).  Profil recherché :   Profil attendu : - Bonne connaissance des outils et langages informatiques Web (HTML, CSS, SQL, base de données), - Avoir travaillé dans une DSI - Ayant eu une expérience significative mise en place de boutiques E-commerce (WooCommerce, Prestashop, Shopify ...), de modules de gestion de commandes ou d'expédition d'une plateforme E-commerce, - Maîtrise de la gestion de projet dans le modèle Agile et de suivi / pilotage, - Avoir des expériences de tests de validation (QA). Niveau d'étude désiré : Ingénieur"
"Architecte applicatif E-commerce .NET & Cloud Azure (H/F)","75 - PARIS 01","75001","M1860","N/A","N/A","FRA","N/A","N/A","Expérience exigée de 9 An(s)","N/A","N/A","N/A","PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux.  PROPULSE IT est un réseau de consultants à forte valeurs ajoutées, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients. A ce jour, le réseau de freelance PROPULSE IT comporte plus de 30 000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux. En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients. Parallèlement, nous avons développé un réseau de partenaires sélectionnés pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise. Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 5 années consécutives.  Ce développement s'appuie sur la qualité et la pérennité des missions réalisées.  La satisfaction client est ainsi liée à l'épanouissement des consultants ! Alors, n'hésitez pas à postuler ! Le poste :   Contexte Pour l'un de nos clients nous recherchons un(e) Architecte applicatif .NET & e-commerce.  Au sein de l'équipe Architecture, il(elle) contribuera en particulier à la construction du framework autour duquel s'architecture la refonte sur Azure de la plateforme eCommerce de notre client, à la sélection des composants & librairies constituant ce framework, à son développement, à sa documentation et accompagnera les équipes de développement dans leur adoption et leur utilisation de ce framework. Il(elle) participera également à l'animation des communautés de pratique Tech & Craft. Il(elle) possède une capacité relationnelle et méthodologique permettant de faire progresser les équipes dans l'application des bonnes pratiques de conception et de développement. Description Conception - Etudie les besoins des équipes développant la nouvelle plateforme Cloud E-commerce en s'appropriant la stratégie long terme de l'entreprise, avec une vision d'ensemble du Système d'Information, aussi bien d'un point de vue technique que fonctionnel. - Participe à la conception du socle logiciel, basé sur une architecture micro-service REST, micro-frontend, s'appuyant sur les technologies Azure (ACA) et AspNetCore (dotnet 8). - Participe à la construction de la vision moyen/long-terme du Système d'Information : - Assure une veille technologique ; - Recherche les trajectoires de mutualisation des SI des deux enseignes ; - Détermine les patterns d'architecture permettant de répondre à ces besoin ; - Participe à la construction de la roadmap technique de la Digital Factory. Réalisation - Participe au développement des composants de framework et est un acteur clé pour assurer la qualité de la réalisation de ce socle : - Utilisabilité par les équipes, - Qualité du code - Performance - Pérennité - Maintenabilité - Documentation - Accompagne les équipes dans la mise en œuvre de ce framework - Participe à l'animation des communautés de pratiques en partageant son expérience et son expertise avec l'ensemble des développeurs de la Digital Factory ; Livrables Essentiellement des composants de framework et la documentation associée.  Profil recherché :   Compétences De formation informatique, vous disposez d'une expérience significative de 10 ans de développement logiciel et d'au moins 3 ans de Conception et d'Architecture logicielle et maitrisez parfaitement les technologies Web DotNet 8, AspNetCore, architecture micro-service, avec une expérience significative sur le développement ou la conception de site Web grand public à fort trafic. Au-delà de vos compétences techniques, il est indispensable pour la bonne réalisation de cette mission que vous fassiez preuve des compétences suivantes : - Force de proposition - Relationnel et sens de l'écoute - Esprit de collaboration - Haut niveau de rigueur - Autonomie, flexibilité et précision - Aisance relationnelle et rédactionnelle Une expérience préalable conséquente sur un site e-Commerce à fort trafic est indispensable. Compétences techniques : Obligatoire : dot.net 8,  asp.net Core, micro-service Craft Important : CosmosDB, Azure, Docker Intéressant : Kafka"
"Acheteur / Acheteuse e-commerce (H/F)","91 - Essonne","N/A","M1101","N/A","N/A","CDI","Annuel de 35000,00 Euros à 55000,00 Euros","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","TALENTS ADV-SUPPLY, cabinet de recrutement national spécialisé sur les métiers ADV, Assistanat Commercial, Import/Export, Relation client, Logistique, Transport, Achats et Supply Chain   VOS MISSIONS SERONT LES SUIVANTES :   * Vous assurez la gestion des Achats Production (Composants électroniques, Circuits imprimés, Tôlerie / Mécanique) et Hors Production,  * Vous élaborez les devis Clients suivant les appels d'offres. Dans ce cadre, vous êtes force de proposition en termes de délai ou de prix,  * Vous êtes Responsable du respect des délais et des prix de revient des ordres de fabrication Client au niveau des approvisionnements,  * Vous participerez au déploiement d'un nouvel ERP."
"Préparateur e commerce (H/F)","44 - BOUAYE","44830","E1113","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","En magasin, vous réceptionnez les commandes clients effectuées en ligne. Vous les préparez et les stockez avec efficacité et précision, le tout dans le respect de la chaîne du froid.Vous enregistrez les différents articles et éditez les tickets de caisse.Vous êtes l'ambassadeur de l'enseigne auprès des clients, lors de la remise des commandes et de l'encaissement.  Contrat : CDI Temps plein  Service : Drive   Préparation de commandes  Expérience : Indifférent  Niveau d'étude : Indifférent - Le sens de l'accueil et du service client - Rigoureux(se) et organisé méthodique- Dynamique et communiquantVotre sympathie, votre bienveillance et votre professionnalisme font de vous un collaborateur(trice) apprécié de ses collègues, en adéquation avec nos valeurs de liberté d'expression et d'ouverture d'esprit.Cette offre vous ressemble ?N'hésitez plus, adresser nous votre candidature dès maintenant.Chez U, tout commence avec vous."
"CHARGÉ(E) DE MISSION E-COMMERCE ET MARKETING (H/F)","80 - FRESSENNEVILLE","80390","M1705","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Nous recherchons pour le compte de notre client un(e) chargé(e) de tâche e-commerce et marketing F/H en industrie.Sous la responsabilité de la Business Developer E-Commerce, vos principales tâches consisteront à : ¿ Veiller au suivi des commandes et de leur expédition en collaboration avec le service logistique ; ¿ Gérer les demandes des clients par mail et téléphone (information livraisons, produits, services, etc.) ; ¿ Assurer un suivi personnalisé des dossiers clients (litiges transporteurs, suivis de livraisons, annulations, changements d'adresses, devis, etc.) ; ¿ Animer les sites internet et marketplaces ; ¿ Gérer le catalogue produits (mettre à jour les descriptifs des produits et intégrer les nouvelles références) ; ¿ Mettre en place des animations commerciales sur le site et les marketplaces puis analyser les résultats ; ¿ Analyser les visites sur les sites de ventes via des outils de contrôle (ex : Google Analytics) ; ¿ Réaliser le reporting commercial."
"Responsable e-commerce (H/F)","13 - MARSEILLE 07","13007","M1707","N/A","N/A","CDI","Annuel de 45000,00 Euros à 55000,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : TERCIO et son bureau de Marseille recrutent pour un de leurs clients, société spécialisée dans le développement technologique, un : Responsable Marketplace anglais courant (h/f) Votre mission - Définir et analyser les besoins clients - Gestion des ventes sur les Marketplaces - Gestion des promotions et campagnes marketing - Suivre et analyser les performances, veille concurrentielle - Optimisation du référencement produits SEO/SEA - Collaboration avec l'agence Spécialisée AMAZON, pour optimiser les fiches produits, la stratégies publicitaire et de la tarification Description du profil : - De Formation Marketing Digital ou Commerce BAC +3/4 - Vous pouvez justifier d'une expérience minimum de 5 ans sur un poste similaire - Vous avez une bonne maitrise des plateformes de gestion de marketplaces de type AMAZON - Connaissance Technique SEO/SEA - Maitrise des outils d'analyse de données et de suivi des performances Google Analytics, Data Studio"
"Assistant e-commerce (H/F)","59 - TOURCOING","59200","D1401","47","47.61Z","CDD","Mensuel de 1000,00 Euros à 2000,00 Euros","N/A","Débutant accepté","N/A","N/A","N/A","Tes missions :  Tu participeras activement à la mise en valeur de nos produits en ligne et à l'animation de nos sites e-commerce :  Tu optimises le positionnement des produits et enrichis leurs contenus (visuels, descriptions, SEO).  Tu mets en avant les promotions et suis les performances (pages vues, ventes, etc.).  Tu optimises le positionnement des produits et enrichis leurs contenus (visuels, descriptions, SEO).  Tu analyses les tendances et proposes des idées pour améliorer nos actions.  Tu accompagnes les équipes dans l'animation commerciale. Ton profilTu es étudiant(e) en commerce, e-business ou marketing digital (niveau Bac+3 à Bac+5).  Excel n'a plus de secret pour toi et tu maîtrises les bases des outils bureautiques.Tu es organisé(e), rigoureux(se), autonome, et tu sais travailler en équipe.  Une appétence pour le digital et le e-commerce sera un vrai plus !   Tu es à la recherche d'un stage de fin d'études et tu te reconnais dans cette description ? Alors, nous attendons ton CV. Nous avons hâte de te rencontrer !#audace #curiosité #optimisme #partage"
"CDI Chargé(e)  de Relation Client E-Commerce H/F","75 - PARIS 03","75003","M1704","N/A","N/A","CDI","Annuel de 25000,00 Euros à 30000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","NEDGIS EST UNE START-UP E-COMMERCE SPÉCIALISTE DE LA DÉCORATION D'INTÉRIEUR, ET PLUS PARTICULIÈREMENT DES LUMINAIRES.  Lancé en 2015 par deux passionnées de décoration et férues du web, Nedgis propose des luminaires design, signés de designers. A la fois source d'inspiration et boutique en ligne, Nedgis offre une sélection singulière, riche et surprenante de lampes, suspensions, lampadaires, appliques, dénichés à travers toute l'Europe. Derrière chaque luminaire, un designer connu ou en devenir (Céline Wright, Elise Fouin, Arik Lévy, Charlotte Perriand, Margje Teeuwen, Charles Le Corbusier.), un style, une maison d'édition, une qualité. Les plus grandes marques (FontanaArte, Martinelli Luce, Atelier Areti, Northern Lighting, Serge Mouille, Nemo Lighting, Artemide, Daniel Gallo, CVL Luminaires, Louis Poulsen) se mêlent à des marques plus intimistes (Proplamp, Ebb and Flow, Tooy, Forestier, ANDLight .). Un parcours riche en inspirations pour (re)découvrir le monde du design à travers les luminaires. Dans le cadre d'un remplacement, nous recrutons un(e) chargé(e) de relation client E-Commerce afin de participer activement au développement de notre activité.   Rattaché au Responsable Service Client, vous contribuerez à assurer l'accompagnement du client tout au long de son parcours d'achat. Vos principales missions seront  Gestion des demandes client :  * Assurer l'accueil et le traitement des demandes clients conformément à la politique commerciale. Se montrer garant de la qualité de la relation client sur l'ensemble des canaux (showroom, mail, téléphone, chat).  * Répondre aux questions client sur les différents canaux de communication (appels téléphoniques, mails, tickets   * Renseigner les clients sur le suivi de leur commande en relation avec les départements Achats, Professionnel et Logistique et s'assurer du respect des délais indiqués. Service après-vente :  * Assurer le traitement des demandes de SAV des clients B2B et B2C (retour, échange, casse, litiges, réclamation transport et fournisseurs).  * Traitement des retours : 1fois/semaine, sur notre site situé à Mairie des Lilas, vous serez amené(e) à effectuer le contrôle qualité des retours clients  * Gestion des litiges fournisseurs et transporteurs Analyse et Reporting :  * Amélioration des processus  * Mise à jour de Dashboards existants sur différents sujets   * Possible construction de Dashboard pour garantir l'efficacité de l'équipe Projet spécifique :  * Projet Up sale et Cross sale à vocation plus commerciale. Ce poste offre une réelle vision 360° du business. Vous serez en contact quotidien avec les équipes produit, logistique, B2B, approvisionnement et la direction.    * Formation : Bac+2/3 Ecole de commerce, BTS ou Université, sur un cursus commercial, gestion, NRC ou MUC  * Expérience : Idéalement expérience dans un poste similaire ou bien expérience en boutique ou centre d'appels  * Vous êtes à l'aise au téléphone et à l'écrit, en anglais comme en français   * Vous êtes à l'aise avec l'orthographe  * Vous maitrisez les outils informatiques  * Vous êtes reconnu(e) pour votre autonomie, votre organisation et votre polyvalence  * Vous avez le sens des responsabilités et de l'initiative  * Vous êtes sensible à l'univers de la décoration  * Si vous maitrisez l'allemand, (téléphone et écrit), c'est un vrai plus.     Modalités : Type de contrat : CDI Début du contrat : dès que possible Lieu : Paris 3e arrondissement (proche des métros Arts et Métiers, République, Strasbourg St Denis) Rémunération : Base de 2300€ bruts/mois + Variable - A discuter selon profil Ça vous tente ? Envoyez-nous votre CV à « », en précisant dans l'intitulé : « CDI CHARGE(E) DE RELATION CLIENT E-COMMERCE »"
