"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"Assistant juridique H/F","13 - MARSEILLE 16","13016","M1612","N/A","N/A","CDI","N/A","N/A","Expérience exigée","N/A","N/A","N/A","LYNX RH recherche pour l'un de ses clients, un Assistant Juridique H/F dans la cadre d'un CDI sur Marseille (16e). Vous êtes passionné(e) par le droit et souhaitez mettre vos compétences au service d'un cabinet comptable renommé. Rejoignez l'équipe en tant qu'Assistant(e) Juridique en CDI pour participer activement au développement de la structure.              Vos missions Accueil des clients ;La gestion du standard téléphonique ;Le suivi de facturation et relances ;Aide à la rédaction d'actes juridiques : approbation des comptes, constitution de sociétés, dissolution, modifications statutaires, cessions de titresSuivi des formalités légales (création/ modification de société) sur INPI/ Infogreffe/ JAL; Missions non exhaustives              Pré-requisPour rappel, Lynx RH intervient dans le recrutement en CDI, CDD et intérim, de profils Bac+2 à Bac +5 spécialisés en :  &nbsp;-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Informatique : Conseil - Développement - Réseaux &amp; Télécommunications - Support - Web -&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Fonctions Supports : Service client - Assistanat - Ressources Humaines - Formation - Commerce - Achats - Management - Accueil - Marketing - Comptabilité - Finance - Retail-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ingénierie : Recherche &amp; Développement - Manufacturing - Supply Chain - Lean Management - Qualité - HSE              Profil recherchéFormation en droit ou en assistanat juridiqueExpérience préalable dans un cabinet comptable ou juridique souhaitéeRigueur, organisation et esprit d'analyse développés              Informations complémentairesType de contrat : CDI             Temps de travail : Temps pleinSalaire : Négociable selon profil"
"Expert / Experte juridique (H/F)","France","N/A","K1903","69","69.10Z","CDI","N/A","N/A","Expérience souhaitée","N/A","N/A","N/A","- Vous serez chargé d'entretenir et de développer des relations commerciales avec les prescripteurs, sur un portefeuille d'études qui vous sera alloué sur Paris et la Région Parisienne, mais aussi sur de nouveaux contacts. - Vous gérerez ensuite avec l'aide d'une assistante, l'ensemble des dossiers que vos prescripteurs vous confieront : ouverture, transmission au pôle "" Recherche "", suivi de l'avancement des recherches, dépôt du dossier complet au notaire, soutien et suivi du règlement complet du dossier (de succession). - Durant la phase de règlement des dossiers, vous serez le point de contact privilégié pour les héritiers, et vous maintiendrez une communication permanente avec le notaire et tout professionnel qui vous aura mandaté. - Vous serez formé aux méthodes et outils du cabinet et accompagné dans votre intégration.- Une réelle appétence pour le développement de partenariat auprès de prescripteurs dans le domaine de la succession qui vous permettra de tisser des relations de confiance mutuelle et de développer commercialement votre portefeuille. - Un background en droit notarial, droit des successions ou droit de la famille est nécessaire. - Une bonne connaissance des modes relationnels avec les prescripteurs (notaires en particulier). - Un intérêt pour appréhender puis gérer les enjeux techniques, commerciaux et financiers des dossiers de succession. - La rigueur nécessaire à la résolution rapide et efficace des dossiers qui vous sont confiés. - D'excellentes aptitudes relationnelles, tant en interne qu'en externe puisque vous collaborerez aussi en relation avec les équipes de "" chercheurs "" internes. - De la ténacité et de l'énergie."
"Expert / Experte juridique (H/F)","France","N/A","K1903","62","62.02A","CDI","N/A","N/A","Expérience souhaitée","N/A","N/A","N/A","Payjob, cabinet de recrutement dédié aux métiers de la paie depuis plus de 12 ans, accompagne ses clients et candidats avec réactivité et transparence. NOUS RECHERCHONS POUR L'UN DE NOS CLIENTS, UNE ENTREPRISE SITUÉE À LIMONEST, UN(E) EXPERT(E) FONCTIONNEL SIRH/GTA (H/F) EN CDI. Rattaché(e) au Responsable des Opérations, vous êtes chargé(e) d'assurer au quotidien la gestion d'un portefeuille clients (PME/grands groupes) sur l'offre de service Decidium. Vos missions sont les suivantes&nbsp;:  * Apporter une expertise sur le module GTA et sur les interactions dans le SIRH : gestion de la relation Client au quotidien, analyse, traitement et gestion des demandes clients ;  * Donner de la visibilité sur les engagements et attentes clients ;  * Mettre en oeuvre les changements / évolutions de réglementaires ;  * Proposer des pistes d'amélioration des pratiques opérationnelles ;  * Proposer des interventions de stabilisation ou des projets avec les acteurs concernés ainsi que des actions de priorisation ;  * Contribuer activement aux démarches d'amélioration des process et interprocess et à l'évolution des modèles de service et des métiers ;  * Contribuer activement aux projets de transformation de l'entreprise. RÉMUNÉRATION ENTRE 42K ET 50K SUR 12 MOIS SELON PROFIL. DURÉE DE TRAVAIL: 38.30HVous disposez d'une expérience minimum de 3 ans sur un poste similaire (SIRH ou GTA). Votre expérience vous a permis de développer une expertise sur la gestion des temps, les processus de production de la paie, de connaître la législation sociale et le droit du travail. À l'aise sur le plan relationnel, vous êtes orienté(e) client. Votre autonomie, rigueur et sens de l'organisation sont des atouts indéniables pour réussir sur ce poste. Vous êtes à l'aise au sein d'un environnement technique (CRM, paramétrage...)."
"Responsable juridique (H/F)","France","N/A","K1903","47","47.71Z","CDI","N/A","N/A","Expérience souhaitée","N/A","N/A","N/A","Rattaché(e) au Directeur Juridique et Secrétaire du Conseil d'Administration, vous interviendrez dans le cadre de vos fonctions sur les missions suivantes:  * Gouvernance du Groupe : conseil et rédaction de pacte d'associés (holding, sociétés du groupe,...), documentation de financement interco (émission d'OCA et plans AGA), revue de la documentation juridique des filiales impliquant la holding ;  * Secrétariat juridique des sociétés cotées et non cotées du Groupe :  - Sociétés cotées : préparation des Conseils d'administration et Assemblées générales ; &nbsp;rédaction des documents d'enregistrement universel (partie gouvernement d'entreprise) ; - Sociétés non cotées : gestion et suivi des opérations de structure/gouvernance des filiales ; émission d'OCA et plans AGA.  * Participation aux opérations de haut de bilan du Groupe (M&A, fusions, restructurations...): pilotage juridique ou assistance d'opérations de cessions ou d'acquisitions de sociétés, prises de participations dans des sociétés (France et international) tant pour la holding familiale que pour ses filiales cotées et non cotées ; Les missions citées sont non-exhaustives.Pour ce poste, nous recherchons une personne ayant une formation supérieure Juridique en Droit des Affaires, avec une expérience de 8 ans minimum dans une fonction similaire acquise en entreprise et/ou en cabinet d'avocats.  Évoluant dans un environnement international, la maitrise d'un anglais courant est indispensable (oral et écrit). Pragmatique, organisé(e) et rigoureux (se), avec des qualités d'analyse et de synthèse alliées à une réelle aisance rédactionnelle. Vous êtes autonome avec un sens du relationnel avéré, un sens de la discrétion et de la confidentialité."
"Expert / Experte juridique (H/F)","France","N/A","K1903","69","69.20Z","CDI","N/A","N/A","Expérience souhaitée","N/A","N/A","N/A","Pour renforcer l'équipe Expertise Comptable, sous la supervision des associés, vous aurez en charge les missions suivantes :       Gestion en autonomie d'un portefeuille clients        Etablissement des liasses fiscales        Supervision des collaborateurs et appui technique        Fidélisation de la clientèle        Contribution au développement du cabinet     Vous êtes autonome, aimez animer une équipe de collaborateurs. Vous souhaitez vous investir durablement dans un cabinet et avez le goût des défis.Votre profil : Vous êtes issu d'une formation DCG, DSCG et justifiez d'une expérience d'au moins 5 ans en cabinet d'expertise comptable.  Vous êtes reconnu pour votre motivation et votre rigueur Vous aimez le travail en équipe et avez le sens du contact.   Rémunération à définir selon profil pour 39h (55-70KEUR) + carte restaurant, avantages CE... N'hésitez-plus, prenez contact avec nous, ce poste est fait pour vous !  Votre candidature reste confidentielle."
"Expert / Experte juridique (H/F)","France","N/A","K1903","69","69.20Z","CDI","N/A","N/A","Expérience souhaitée","N/A","N/A","N/A","Votre mission principale : Aux côtés de trois experts-comptables associés, vous gérez un portefeuille diversifié comprenant des dossiers BIC (TPE, PME, PMI, artisans, commerçants) et BNC (professions libérales).  Vos missions au quotidien seront : - La gestion complète de votre portefeuille jusqu'à la liasse fiscale - L'accompagnement de vos clients en collaboration avec un des experts-comptables du cabinet - La valorisation des prestations du cabinet auprès de vos clients - La participation à des missions stratégiques liées à la gestion du cabinet, en lien avec les associés Profil recherché : Titulaire du DSCG (obligatoire) et avec l'ambition de passer le DEC, vous avez au minimum 4 ans d'expérience en cabinet d'expertise comptable. Cette expérience vous permet d'être totalement autonome dans la gestion d'un portefeuille client varié.  Votre rigueur, votre organisation et vos compétences stratégiques vous permettront de vous distinguer auprès des associés et de contribuer pleinement à la réussite du cabinet.  Les avantages proposés : - Télétravail possible 1 à 2 jours par semaine - 13ème mois - Flexibilité des horaires de travail - Titres restaurants   Rejoignez un cabinet dynamique où vos compétences et votre ambition seront valorisées ! Votre candidature sera traitée avec la plus grande confidentialité."
"Responsable juridique (H/F)","France","N/A","K1903","32","32.99Z","CDI","N/A","N/A","Expérience souhaitée","N/A","N/A","N/A","LEGAL&HR TALENTS, CABINET DE RECRUTEMENT DÉDIÉ AUX MÉTIERS JURIDIQUES ET RH, propose un accompagnement personnalisé à ses clients et candidats. Quel que soit votre projet, votre consultant en recrutement s'engage avec réactivité, confidentialité et transparence à l'atteinte de vos objectifs professionnels. POSTE : RESPONSABLE RELATIONS SOCIALES FRANCE (H/F) LOCALISATION : PUTEAUX (92) TYPE DE CONTRAT : CDI Vous êtes passionné(e) par les relations sociales et souhaitez jouer un rôle clé dans un environnement multisites et dynamique ? Ce poste est fait pour vous ! VOS MISSIONS PRINCIPALES :  * Être l'interlocuteur(trice) principal(e) des partenaires sociaux au niveau national.  * Maintenir un dialogue social de qualité et prévenir les tensions sur le terrain.  * Conseiller la direction générale et les équipes opérationnelles sur les négociations et questions de droit social.  * Gérer les situations de crise ou de conflits sociaux.  * Superviser une veille juridique et rédiger des notes à destination du DRH France sur les évolutions légales.  * Piloter les contentieux individuels et collectifs en lien avec les équipes RH.  * Préparer et coanimer le Comité de Groupe France en collaboration avec le DRH.  * Conduire les négociations collectives, notamment sur la NAO.PROFIL RECHERCHÉ :  * Formation : Bac+5 en droit social ou équivalent.  * Expérience : 8 à 10 ans, idéalement acquise dans un environnement industriel ou agroalimentaire.&nbsp;  * Compétences clés :  * Solides connaissances en droit social et techniques de négociation.  * Expérience des échanges avec des syndicats.  * Leadership et capacité à travailler dans un contexte complexe et exigeant.  * Anglais professionnel requis. INFORMATIONS CONTRACTUELLES :  * Rémunération : 90 à 100 KEUR brut annuel + variable de 15 % (sur 12 mois).  * Statut : Cadre au forfait.  * Avantages : Télétravail possible (1 à 2 jours/semaine). Rejoignez une entreprise en pleine évolution, où votre expertise sera valorisée et votre impact sera significatif."
"Responsable juridique F/H (H/F)","94 - Val de Marne","N/A","K1903","N/A","N/A","CDI","N/A","N/A","Expérience exigée","N/A","N/A","N/A","Chez Dodin Campenon Bernard, nous plaçons la gestion des risques et l'optimisation des résultats au cœur de nos préoccupations. En tant que Responsable Juridique, vous jouerez un rôle clé dans la prévention et la gestion des risques, ainsi que dans l'accompagnement contractuel des offres et des projets. Le poste est rattaché au Directeur juridique et s'exerce au sein d'une équipe de 3 personnes en central et 2 sur projet, en autonomie, au service de la direction et des projets.    Vos principales missions seront :  Accompagner les offres pour la souscription des contrats, analyser les risques et opportunités des projets de marchés, et négocier les marchés avec les clients (travaux, conception construction, sous-concession) et les principaux sous-traitants ;  Élaborer les montages contractuels avec les partenaires (groupements, SEP, sociétés de projets) ;  Piloter les juristes de projet ;  Accompagner les projets dans la gestion contractuelle des marchés, rédiger la correspondance, les réserves sur OS et les avenants, motiver et corédiger des mémoires de réclamation, piloter les contentieux et transactions, et gérer les sinistres avec les experts en assurances ;  Apporter un conseil juridique à la direction et aux opérationnels, concevoir et assurer des formations (éthique, prévention, délégations, gestion contractuel), rédiger des notes d'observations juridiques, réaliser des analyses de risques et effectuer une veille juridique.  Nous avons hâte de vous rencontrer si :  Vous avez une formation supérieure en droit des contrats publics ou en droit des affaires/droit des contrats privés (niveau Master 2) et une bonne connaissance des problématiques juridiques du secteur du BTP ;  Vous justifiez d'une expérience d'au moins six ans en tant que juriste d'entreprise ou au sein d'un cabinet d'avocats, idéalement dans le domaine des infrastructures, de la construction ou des énergies renouvelables ;  Vous maîtrisez l'anglais professionnel à l'écrit et à l'oral ;  Vous avez des capacités d'analyse et de synthèse, et de solides qualités rédactionnelles ;  Vous êtes une personne rigoureuse, engagée, organisée, avec un excellent relationnel, des capacités de conviction et de décision, à l'aise à l'oral comme à l'écrit. Mission : Chez Dodin Campenon Bernard, nous plaçons la gestion des risques et l'optimisation des résultats au cœur de nos préoccupations. En tant que Responsable Juridique, vous jouerez un rôle clé dans la prévention et la gestion des risques, ainsi que dans l'accompagnement contractuel des offres et des projets. Le poste est rattaché au Directeur juridique et s'exerce au sein d'une équipe de 3 personnes en central et 2 sur projet, en autonomie, au service de la direction et des projets.    Vos principales missions seront :    Accompagner les offres pour la souscription des contrats, analyser les risques et opportunités des projets de marchés, et négocier les marchés avec les clients (travaux, conception construction, sous-concession) et les principaux sous-traitants ;  Élaborer les montages contractuels avec les partenaires (groupements, SEP, sociétés de projets) ;  Piloter les juristes de projet ;  Accompagner les projets dans la gestion contractuelle des marchés, rédiger la correspondance, les réserves sur OS et les avenants, motiver et corédiger des mémoires de réclamation, piloter les contentieux et transactions, et gérer les sinistres avec les experts en assurances ;  Apporter un conseil juridique à la direction et aux opérationnels, concevoir et assurer des formations (éthique, prévention, délégations, gestion contractuel), rédiger des notes d'observations juridiques, réaliser des analyses de risques et effectuer une veille juridique.   Profil demandé : Nous avons hâte de vous rencontrer si :    Vous avez une formation supérieure en droit des contrats publics ou en droit des affaires/droit des contrats privés (niveau Master 2) et une bonne connaissance des problématiques juridiques du secteur du BTP ;  Vous justifiez d'une expérience d'au moins six ans en tant que juriste d'entreprise ou au sein d'un cabinet d'avocats, idéalement dans le domaine des infrastructures, de la construction ou des énergies renouvelables ;  Vous maîtrisez l'anglais professionnel à l'écrit et à l'oral ;  Vous avez des capacités d'analyse et de synthèse, et de solides qualités rédactionnelles ;  Vous êtes une personne rigoureuse, engagée, organisée, avec un excellent relationnel, des capacités de conviction et de décision, à l'aise à l'oral comme à l'écrit.  Catégorie professionnelle : Ingénieur & cadre ~"
"RESPONSABLE JURIDIQUE (H/F)","93 - Seine Saint Denis","N/A","K1903","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 1 Mois","N/A","N/A","N/A","Sous l'autorité de la Directrice de la régie, vous êtes chargé(e) de :1) La gestion des assurances en responsabilité civile, flotte automobile et dommage aux biens (constitution, gestion et suivi des dossiers de sinistre)2) Le suivi et l'organisation des séances du Conseil d'administration (préparation des délibérations, organisation logistique, assurer le bon déroulement et gérer le suivi administratif)3) Garantir le respect des procédures de la commande publique, des achats et moyens généraux en lien avec le pôle marché public de l'EPT, garantir la légalité et l'efficience des procédure de passation de la commande publique4) Le suivi et le pilotage des actions contentieuses pour lesquelles la Régie est appelé à la cause (identifier la stratégie à déployer, construire une argumentation, assister aux audiences, faire le suivi des référés préventifs avant travaux)5) Le suivi et le pilotage juridique des actions en limite des compétences de la Régie (rédaction d'études juridiques rigoureuses, synthétiques et pragmatiques), pilotage juridique des conventions avec des partenaires publics.6) Collaboration récurrente avec la Direction des Assemblées, des Affaires Juridiques et de la Commande et avec les différents pôles de la DAAJCP à différents degrés (sinistres, marchés publics, conventions)7) Suivi des habilitations juridiques du personnel (suivi des délégations de signature et gestion des clés de signature électronique)8) Pilotage et suivi des différents consultants externes et avocats spécialisés intervenant sur les affaires intéressant la Régie (mise en œuvre juridiquement des accords transactionnels décidés par la Régie)CDI à pourvoir dès que possible sur 38H/semaine (+ 18 jours de RTT), basé à Romainville (93), 2 jours de télétravail/semaine.Rémunération : 45 à 60 K€ selon profil.Prise en charge de la carte transport, de la Mutuelle complémentaire et de la prévoyance à 50%.  VOTRE PROFILVous êtes titulaire d'une formation Bac +5 en droit public, vous maîtrisez les régimes du Droit des collectivités et des établissements publics locaux industriels et commerciaux, du Droit administratif des biens, le Régime de la responsabilité des EPIC, il est également nécessaire de connaitre les principes de la commande publique, de la gestion budgétaire et comptable.La connaissance des métiers de l'eau et/ou de l'assainissement, des pratiques professionnelles et de la règlementation relatives à la distribution d'Eau Potable et à la collecte des eaux usées, de l'Urbanisme et aménagement, du Droit du travail, du Droit de la consommation, sera valorisée.Savoir-être : _ Forte capacité à négocier  _ Capacité à avoir des relations de haut niveau avec des interlocuteurs internes et externes  _ Capacité de synthèse, qualités d'organisation, de méthode et de rigueur  _ Sens de la continuité du service, aptitude à la coordination et à travailler en autonomie, tout en veillant à un reporting régulier et une prise d'arbitrages auprès de la hiérarchie  _ Respect des obligations de discrétion et de confidentialité  _ Compétences managériales (management opérationnel des agents du pôle, entretiens annuels et plans de formations de ses collaborateurs, veiller à la tenue des objectifs, à l'organisation du travail, aux conditions de travail)Poste ouvert aux agents titulaires par la voie de la mise à disposition ou du détachement, et le cas échéant, aux agents contractuels.Entretien possible avec mon client dès le jeudi 14 novembre prochain, contactez-moi au zéro six soixante-deux quatre-vingt cinq vingt zéro sixMiguel Cachan, Cabinet de recrutement Odyssé RH  Au cœur du Grand Paris, Régie Publique de l'Eau et de l'Assainissement d'un établissement Public représentant le regroupement de 9 villes et 410¿000 habitants. Celle-ci va distribuer annuellement plus de 25 millions de m3 d'eau potable à plus de 42 000 clients tout en assurant la collecte des eaux usées et des eaux pluviales urbaines. Elle sera constitué d'environ 100 agents basés à Romainville (93).¿  Salaire : 0.00"
"Assistant juridique (H/F)","57 - METZ","57000","M1612","N/A","N/A","CDI","Mensuel de 2200,00 Euros à 2600,00 Euros","Temps plein","Débutant accepté","N/A","5","Employé non qualifié","RESPONSABILITÉS :   Les missions principales de l'Assistant juridique incluent l'accueil téléphonique et physique des clients, garantissant une première impression positive et professionnelle. Une attention particulière sera portée au traitement des demandes, avec un savoir-faire dans l'utilisation du logiciel CECIB, (formation prévue), essentiel pour la gestion des dossiers juridiques. La personne retenue sera responsable de la gestion administrative, incluant la rédaction de courriers, la facturation et l'archivage des documents. Une organisation exemplaire est indispensable pour assurer le bon suivi des audiences et des rendez-vous, qui doivent être impeccablement notés dans l'agenda et le logiciel. La rigueur et la précision seront vos alliés au quotidien. L'Assistant juridique aura également pour mission de planifier des rendez-vous, générant ainsi une étroite coordination avec les clients et les membres de l'équipe. La communication claire et efficace est primordiale pour maintenir une relation de confiance et sérénité avec les parties prenantes. Ce poste s'adresse à une personne ayant une capacité d'organisation et de gestion des priorités naturelle. Les candidats doivent être motivés par les défis d'un poste riche et varié, où chaque journée apporte son lot de nouveautés!  PROFIL RECHERCHÉ :   Les qualités essentielles recherchées incluent une excellente capacité d'organisation, une grande rigueur et un sens aigu du détail. Étant souvent le premier point de contact pour les clients et les partenaires externes, le candidat doit posséder de solides compétences en communication, tant à l'écrit qu'à l'oral. La capacité à travailler en équipe tout en étant autonome dans ses responsabilités est également cruciale. Les missions comprennent la rédaction et la révision de documents juridiques, la gestion de fichiers et d'agenda, ainsi que le suivi des procédures légales. Une bonne maîtrise des outils bureautiques et des logiciels de gestion documentaire est indispensable, facilitant ainsi la fluidité des tâches administratives. La maîtrise du logiciel CECIB est un plus, et une première expérience sur un poste similaire est indispensable. La discrétion et la confidentialité sont des qualités non négociables dans ce rôle, car le candidat se trouvera souvent en contact avec des informations sensibles. La capacité à s'adapter rapidement et à gérer des priorités multiples est également un atout essentiel dans un environnement juridique souvent dynamique."
"Chargé·e de mission RH Veille juridique et Organisation des instances (H/F)","94 - CRETEIL","94000","K1903","N/A","N/A","CDD","N/A","Temps plein","Débutant accepté","N/A","9","Cadre","RESPONSABILITÉS :   Placé·e sous l'autorité hiérarchique de la DGSA-RH, votre expertise juridique et votre intérêt pour le domaine des ressources humaines seront essentielles pour assurer les missions suivantes : -Effectuer une veille règlementaire active et suivre avec les services RH les projets en découlant ; -Répondre aux questions juridiques des directions, services, composantes et organisations syndicales ; - Actualiser la rédaction des actes de gestion avec la réglementation en vigueur ; -Rédiger des notes juridiques sur des thématiques liées aux ressources humaines et au dialogue social ; -Préparer, organiser et garantir la bonne tenue des comités sociaux d'administration (CSA) en lien avec les prestataires ; -Veiller à la bonne tenue des séances et à la retranscription des échanges (rédaction et relecture des relevés des avis, relevés de décisions et procès-verbaux) ; -Assurer une mission d'information par l'actualisation d'un espace partagé (Sharepoint) dédié au comité social d'administration ainsi que la page Intranet ; -Assister la DGSA-RH dans la réalisation de certains projets transversaux -Participer au dialogue social par la préparation et à l'animation de certains groupes de travail (Internes ou avec les Représentants du personnel) ; -Organiser les élections professionnelles en lien avec les différents services et les organisations syndicales.  PROFIL RECHERCHÉ :   De formation niveau BAC+3/4 spécialité droit public, vous disposez d'une expérience idéalement sur un poste similaire au sein d'un établissement d'enseignement supérieur ou d'une administration publique. Ce poste requiert également : Connaissances : Droit Public et Statut de la fonction publique - Culture du domaine - connaissance des problématiques et enjeux RH - Savoir collecter des informations et données et les communiquer. La connaissance de l'environnement de l'ESR serait un plus. Savoir-Faire : Maîtrise des techniques de communication écrite et orale - Capacités de synthèse et d'analyse - Aptitude à travailler en transversalité - Méthodologie pour répondre aux besoins ponctuels - Capacité de prospection - Aptitude à alerter sa ligne hiérarchique et ses interlocuteurs des aléas et contraintes techniques - Intérêt et goût pour la veille juridique - Capacité de synthèse. Savoir Etre : Rigueur - Fiabilité - Discrétion - Organisation - Réactivité - Autonomie - Curiosité - Sens de l'initiative."
"Assistant Juridique H/F","77 - MEAUX","77100","M1612","N/A","N/A","CDI","Annuel de 25000,00 Euros à 28000,00 Euros","Temps plein","Débutant accepté","N/A","6","Employé qualifié","RESPONSABILITÉS :   Nous recherchons notre assistant juridique (H/F) en CDI sur notre site de Meaux dans le cadre du développement de l'activité juridique auprès de nos clients. Vous aurez un rôle fondamental au sein de nos équipes juridiques en:  - Rédigeant les actes juridiques en collaboration et en appui aux juristes : statuts, actes de cessions, etc...  - Effectuant les formalités légales et en assurant leur suivi en relation avec les organismes concernés (greffes, chambres consulaires...)  - Assurant le lien entre les clients et les juristes (récupération de pièces, suivi de dossiers)  - Réalisant le secrétariat juridique récurrent, notamment des assemblées générales ordinaires annuelles et des assemblées générales extraordinaires   Nous proposons  - Un parcours d'intégration pour chaque nouveau collaborateur  - Une rémunération attractive avec une part fixe sur 13 mois + une part variable collective (intéressement et participation) + Tickets Restaurant  - Une politique RH permettant de bénéficier de dispositifs tels que les RTT, le télétravail, des horaires adaptés et des formations tout au long de votre carrière  - Des avantages sur vos activité quotidiennes avec notre CSE,  - Aides au logement grâce à notre partenaire Action Logement   Process de recrutement Notre processus de recrutement se déroule en 2 étapes :  - Premier échange par téléphone avec notre équipe RH pour nous présenter, faire un point sur votre parcours et valider les prérequis.  - Deuxième échange en visio, avec le Directeur Conseil et votre futur manager comprenant un test technique  PROFIL RECHERCHÉ :   De formation juridique supérieur en droit des sociétés et/ou droit des affaires avec dans l'idéal une spécialisation en droit rural, vous avez une expérience de 2 ans minimum sur un poste similaire, de préférence en cabinet d'expertise comptable. Vous êtes reconnu(e) pour vos excellentes qualités rédactionnelles, capacités d'analyse, rigueur et réactivité. Vous savez vous adapter, garantir la confidentialité et la fiabilité des informations communiquées."
"Assistant juridique en droit des sociétés h/f","72 - LE MANS","72000","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","De nombreux avantages y sont proposés afin de favoriser un environnement de travail accueillant :Des horaires flexiblesDes Primes - Tickets Restaurant - Mutuelle - Prévoyance - TélétravailDes cours de sports encadrés par un coach chaque semaine.Un salaire à partir de € par an - selon profilVous rejoignez le département de droit des sociétés et participez activement au suivi des dossiers clients.Vous aurez l'opportunité de renforcer progressivement vos compétences et d'acquérir une solide expérience grâce des missions polyvalentes et une équipe de proximité.Vous aurez pour missions : La rédaction des actes ; Suivie administrative des dossiers ; Support auprès des juristes du cabinet.Cette liste est non exhaustive et pourra évoluer selon votre montée en compétences"
"Responsable juridique h/f","67 - STRASBOURG","67000","K1903","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous êtes à la recherche d'un nouveau projet au sein d'un cabinet d'expertise comptable renommé. Rejoignez une structure stimulante, humaine et ambitieuse.En tant que référent technique pour vos clients et pour le cabinet, vos principales seront :Accompagnement d'une clientèle professionnelle d'artisans, commerçants et industrielsGestion des opérations exceptionnelles (modifications statutaires, statut du dirigeant, AGA, pacte Dutreil, etc.) et suivi juridique annuelRédaction de notes de synthèse et calcul des plus-valuesAssistance à la transmission, TUP/fusions, apport de titres, pactes d'associésÉlaboration de baux commerciauxManagement d'une assistante juridiqueLien avec les avocatsVeille juridiqueLes avantages offerts par le cabinet incluent :Chartre de télétravail Tickets restaurant CSELa fourchette de rémunération est comprise entre 36K et 45K"
"Assistant juridique à temps partiel H/F H/F","France","N/A","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein de la Direction juridique, vous serez chargé du suivi administratif des dossiers juridiques et du secrétariat des affaires juridiques du Groupe. Vous préparerez et organiserez les réunions, conseils d'administration et assemblées générales, en rédigeant les procès-verbaux, rapports de gestion, autres délibérations et réaliserez les formalités auprès du greffe, tout en respectant les procédures et les délais. Vous interviendrez également sur le secrétariat de la Direction."
"Secrétaire Juridique H/f","France","N/A","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","SBC recrutement recherche pour l'un de ses clients, un(e) secrétaire juridique pour un cabinet juridique. Vos missions : - Gestion des appels téléphoniques - Accueil téléphonique - Traitement des courriers - Archivage - rangement des dossiers - Classements des documents - Prise de rendez-vous - gestion et suivi des appels - Dictées - Rédactions mails + courriers - Gestion de l'agenda - Tenue correcte des fiches des dossiers informatiques - Dossiers d'AJ : jusqu'au paiement - RPVA : gestion de la boîte mail En lien étroit avec l'office manager Profil du candidat : - Bonne organisation sur l'exécution des tâches demandées - Une grande curiosité - Prise d'initiative - Force de proposition - Gestion du stress Salaire :SELON PROFIL + PRIMES"
"Assistant juridique H/F","76 - LE HAVRE","76600","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","VOS MISSIONS :En binôme avec une juriste confirmée, vous intervenez sur le portefeuille de clients du cabinet et prenez en charge les missions suivantes :"
"Assistant juridique H/F","13","N/A","M1612","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","LYNX RH recherche pour l'un de ses clients, un Assistant Juridique H/F dans la cadre d'un CDI sur Marseille (16e).Vous êtes passionné(e) par le droit et souhaitez mettre vos compétences au service d'un cabinet comptable renommé. Rejoignez l'équipe en tant qu'Assistant(e) Juridique en CDI pour participer activement au développement de la structure.Vos missionsAccueil des clients ;La gestion du standard téléphonique ;Le suivi de facturation et relances ;Aide à la rédaction d'actes juridiques : approbation des comptes, constitution de sociétés, dissolution, modifications statutaires, cessions de titres, etc.Suivi des formalités légales (création/ modification de société) sur INPI/ Infogreffe/ JAL;Missions non exhaustivesPré-requisPour rappel, Lynx RH intervient dans le recrutement en CDI, CDD et intérim, de profils Bac+2 à Bac +5 spécialisés en : &nbsp;-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Informatique : Conseil - Développement - Réseaux &amp; Télécommunications - Support - Web -&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Fonctions Supports : Service client - Assistanat - Ressources Humaines - Formation - Commerce - Achats - Management - Accueil - Marketing - ComptabilitFinance - Retail-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ingénierie : Recherche &amp; Développement - Manufacturing - Supply Chain - Lean Management - Qualité - HSEProfil recherchéFormation en droit ou en assistanat juridiqueExpérience préalable dans un cabinet comptable ou juridique souhaitéeRigueur, organisation et esprit d'analyse développésInformations complémentairesType de contrat : CDITemps de travail : Temps pleinSalaire : Négociable selon profil"
